MP:0000001	mammalian phenotype	哺乳類の表現型
MP:0020034	decreased cholinesterase activity	コリンエステラーゼ活性低下
MP:0020035	abnormal coumarin hydroxylase activity	クマリンヒドロキシラーゼの活性異常
MP:0020036	decreased coumarin hydroxylase activity	クマリンヒドロキシラーゼの活性低下
MP:0020037	increased coumarin hydroxylase activity	クマリンヒドロキシラーゼの活性上昇
MP:0020038	retina macular degeneration	網膜の黄斑変性
MP:0020039	increased bone ossification	骨形成の増加
MP:0020040	decreased bone ossification	骨形成の減少
MP:0020041	decreased susceptibility to pulmonary hyaline membrane formation	肺ヒアリン膜形成に対する感受性低下
MP:0020042	abnormal glucose-6-phosphate dehydrogenase activity	グルコース6リン酸デヒドロゲナーゼの活性異常
MP:0020043	decreased glucose-6-phosphate dehydrogenase activity	グルコース6リン酸デヒドロゲナーゼの活性低下
MP:0020044	increased glucose-6-phosphate dehydrogenase activity	グルコース6リン酸デヒドロゲナーゼの活性上昇
MP:0020045	abnormal tyrosine aminotransferase activity	チロシンアミノトランスフェラーゼの活性異常
MP:0020046	decreased tyrosine aminotransferase activity	チロシンアミノトランスフェラーゼの活性低下
MP:0020047	increased tyrosine aminotransferase activity	チロシンアミノトランスフェラーゼの活性上昇
MP:0020048	abnormal maltase activity	マルターゼの活性異常
MP:0020049	decreased maltase activity	マルターゼの活性低下
MP:0020050	increased maltase activity	マルターゼの活性上昇
MP:0020051	abnormal procollagen-proline 4-dioxygenase activity	プロコラーゲン-プロリン4-ジオキシダーゼの活性異常
MP:0020052	decreased procollagen-proline 4-dioxygenase activity	プロコラーゲン-プロリン4-ジオキシダーゼの活性低下
MP:0020053	increased procollagen-proline 4-dioxygenase activity	プロコラーゲン-プロリン4-ジオキシダーゼの活性増加
MP:0020054	abnormal beta-glucuronidase activity	ベータグルクロニダーゼ活性異常
MP:0020055	abnormal spermatazoal beta-glucuronidase activity	精子のベータグルクロニダーゼの活性異常
MP:0020056	decreased beta-glucuronidase activity	ベータグルクロニダーゼの活性低下
MP:0020057	decreased spermatazoal beta-glucuronidase activity	精子のベータグルクロニダーゼの活性低下
MP:0020058	increased beta-glucuronidase activity	ベータグルクロニダーゼの活性上昇
MP:0020059	increased spermatazoal beta-glucuronidase activity	精子のベータグルクロニダーゼの活性上昇
MP:0020060	abnormal hypoxanthine phosphoribosyltransferase activity	ヒポキサンチンホスホリボシルトランスフェラーゼの活性異常
MP:0020061	decreased hypoxanthine phosphoribosyltransferase activity	ヒポキサンチンホスホリボシルトランスフェラーゼの活性低下
MP:0020062	increased hypoxanthine phosphoribosyltransferase activity	ヒポキサンチンホスホリボシルトランスフェラーゼの活性上昇
MP:0020063	abnormal thiopurine S-methyltransferase activity	チオプリンS-メチルトランスフェラーゼの活性異常
MP:0020064	decreased thiopurine S-methyltransferase activity	チオプリンS-メチルトランスフェラーゼの活性低下
MP:0020065	increased thiopurine S-methyltransferase activity	チオプリンS-メチルトランスフェラーゼの活性上昇
MP:0020066	abnormal neocortex size	新皮質のサイズ異常
MP:0020067	increased neocortex size	新皮質のサイズ増加
MP:0020068	increased neocortex volume	新皮質量の増加
MP:0020069	decreased neocortex size	新皮質のサイズ減少
MP:0020070	decreased neocortex volume	新皮質量の減少
MP:0020071	decreased blood catalase activity	血中カタラーゼ活性低下
MP:0020072	increased blood catalase activity	血中カタラーゼ活性上昇
MP:0020073	abnormal tyrosine 3-monooxygenase activity	チロシン3-モノオキシゲナーゼの活性異常
MP:0020074	abnormal brain tyrosine 3-monooxygenase activity	脳内チロシン3-モノオキシゲナーゼ活性異常
MP:0020075	increased tyrosine 3-monooxygenase activity	チロシン3-モノオキシゲナーゼの活性上昇
MP:0020076	increased brain tyrosine 3-monooxygenase activity	脳内チロシン3-モノオキシゲナーゼの活性上昇
MP:0020077	decreased tyrosine 3-monooxygenase activity	チロシン3-モノオキシゲナーゼの活性低下
MP:0020078	decreased brain tyrosine 3-monooxygenase activity	脳内チロシン3-モノオキシゲナーゼの活性低下
MP:0020079	increased incidence of epicardial mineralization	心外膜石灰化の発生率上昇
MP:0020080	increased bone mineralization	骨石灰化の増加
MP:0020081	myocardium degeneration	心筋変性
MP:0020082	increased hippocampus volume	海馬容積の増加
MP:0020083	decreased hippocampus volume	海馬容積の減少
MP:0020084	short ears	耳の短縮
MP:0020085	long ears	耳の伸長
MP:0020086	abnormal susceptibility to non-insulin-dependent diabetes	インスリン非依存性糖尿病への感受性異常
MP:0020087	increased susceptibility to non-insulin-dependent diabetes	インスリン非依存性糖尿病に対する感受性上昇
MP:0020088	decreased susceptibility to non-insulin-dependent diabetes	インスリン非依存性糖尿病に対する感受性低下
MP:0020089	increased susceptibility to diet-induced non-insulin dependent diabetes	食餌誘発性インスリン非依存性糖尿病への感受性上昇
MP:0020090	decreased susceptibility to diet-induced non-insulin dependent diabetes	食餌誘発性インスリン非依存性糖尿病への感受性低下
MP:0020091	abnormal susceptibility to diet-induced non-insulin dependent diabetes	食餌誘発性インスリン非依存性糖尿病への感受性異常
MP:0020092	abnormal susceptibility to aortic cartilaginous metaplasia	大動脈の軟骨化生への感受性異常
MP:0020093	decreased susceptibility to aortic cartilaginous metaplasia	大動脈の軟骨化変性に対する感受性低下
MP:0020094	increased susceptibility to aortic cartilaginous metaplasia	大動脈の軟骨化生に対する感受性上昇
MP:0020095	abnormal mean heart rate adaptation	平均心拍数の順応異常
MP:0020096	high mean heart rate adaptation	平均心拍数の順応上昇
MP:0020097	low mean heart rate adaptation	平均心拍数の順応低下
MP:0020098	abnormal susceptibility to diet-induced aortic fatty streak lesions	食餌誘発性大動脈脂肪線条病変への感受性異常
MP:0020099	increased susceptibility to diet-induced aortic fatty streak lesions	食餌誘発性大動脈脂肪線条病変に対する感受性上昇
MP:0020100	decreased susceptibility to diet-induced aortic fatty streak lesions	食餌誘発性大動脈脂肪線条病変への感受性低下
MP:0020101	abnormal hepatic glucose production	肝臓内グルコースの産生異常
MP:0020102	increased hepatic glucose production	肝臓内グルコースの産生増加
MP:0020103	decreased hepatic glucose production	肝臓内グルコースの産生減少
MP:0020104	abnormal nitrate level	硝酸塩値異常
MP:0020105	increased nitrate level	硝酸塩値上昇
MP:0020106	decreased nitrate level	硝酸塩値低下
MP:0020107	abnormal nitrite level	亜硝酸塩値異常
MP:0020108	increased nitrite level	亜硝酸塩値上昇
MP:0020109	decreased nitrite level	亜硝酸塩値低下
MP:0020110	increased thromboxane level	トロンボキサン値上昇
MP:0020111	decreased thromboxane level	トロンボキサン値低下
MP:0020112	abnormal carcass lipid	体脂質異常
MP:0020113	high carcass lipid	高体脂質
MP:0020114	low carcass lipid	低体脂質
MP:0020115	abnormal sphingosine level	スフィンゴシン値異常
MP:0020116	increased sphingosine level	スフィンゴシン値上昇
MP:0020117	decreased sphingosine level	スフィンゴシン値低下
MP:0020118	abnormal alcohol dehydrogenase activity	アルコール脱水素酵素活性異常
MP:0020119	decreased alcohol dehydrogenase activity	アルコール脱水素酵素の活性低下
MP:0020120	increased alcohol dehydrogenase activity	アルコール脱水素酵素の活性上昇
MP:0020121	obsolete abnormal tyrosine 3-monooxygenase activity	OBSOLETE
MP:0020122	obsolete decreased tyrosine 3-monooxygenase activity	OBSOLETE
MP:0020123	obsolete increased tyrosine 3-monooxygenase activity	OBSOLETE
MP:0020124	abnormal circulating HDL phospholipid level	HDLリン脂質の血中濃度異常
MP:0020125	increased circulating HDL phospholipid level	HDLリン脂質血中濃度上昇
MP:0020126	decreased circulating HDL phospholipid level	HDLリン脂質血中濃度の低下
MP:0020127	abnormal circulating non-HDL phospholipid level	非HDLリン脂質血中濃度異常
MP:0020128	increased circulating non-HDL phospholipid level	非HDLリン脂質血中濃度上昇
MP:0020129	decreased circulating non-HDL phospholipid level	非HDLリン脂質血中濃度低下
MP:0020130	abnormal total fat pad weight	総脂肪体量の異常
MP:0020131	abnormal gallbladder volume	胆嚢の容量異常
MP:0020132	increased gallbladder volume	胆嚢の容量増加
MP:0020133	decreased gallbladder volume	胆嚢の容量減少
MP:0020134	abnormal gallbladder size	胆嚢のサイズ異常
MP:0020135	abnormal heart ventricle wall thickness	心室壁の厚さ異常
MP:0020136	abnormal interventricular septum thickness	心室中隔の厚さ異常
MP:0020137	decreased bone mineralization	骨石灰化の減少
MP:0020138	delayed bone mineralization	骨石灰化の遅延
MP:0020139	abnormal brain external capsule morphology	脳外包形態異常
MP:0020140	increased brain external capsule size	脳外包のサイズ増加
MP:0020141	decreased brain external capsule size	脳外包のサイズ減少
MP:0020142	increased anti-sperm antibody level	抗精子抗体値上昇
MP:0020143	abnormal adrenal gland x-zone size	副腎X帯サイズ異常
MP:0020144	small adrenal gland x-zone	副腎X帯の矮小化
MP:0020145	enlarged adrenal gland x-zone	副腎X帯の肥大化
MP:0020146	abnormal vascular endothelial cell proliferation	血管内皮細胞の増殖異常
MP:0020147	abnormal defecation amount	排便量の異常
MP:0020148	abnormal susceptibility to induced morbidity/mortality	誘導性罹患/死亡への感受性異常
MP:0020149	abnormal mortality induced by ionizing radiation	電離放射線による死亡率の異常
MP:0020150	abnormal timing of vaginal opening	腟開口のタイミング異常
MP:0020151	abnormal circulating non-HDL cholesterol level	非HDLコレステロール血中濃度異常
MP:0020152	abnormal oocyte number	卵母細胞数の異常
MP:0020153	abnormal urine albumin level	尿中アルブミン濃度異常
MP:0020154	impaired humoral immune response	体液性免疫応答障害
MP:0020155	enhanced humoral immune response	体液性免疫応答の増強
MP:0020156	multinucleated pancreatic acinar cells	多核膵臓腺房細胞
MP:0020157	abnormal behavioral response to alcohol	アルコールに対する行動反応異常
MP:0020158	abnormal behavioral response to cocaine	コカインに対する行動反応異常
MP:0020159	abnormal behavioral response to morphine	モルヒネに対する行動反応異常
MP:0020160	abnormal behavioral response to nicotine	ニコチンに対する行動反応異常
MP:0020161	increased vascular endothelial cell proliferation	血管内皮細胞の増殖増加
MP:0020162	decreased susceptibility to virus induced diabetes	ウイルス性糖尿病に対する感受性低下
MP:0020163	increased susceptibility to virus induced diabetes	ウイルス性糖尿病に対する感受性上昇
MP:0020164	abnormal quadriceps weight	四頭筋の重量異常
MP:0020165	abnormal soleus weight	ヒラメ筋の重量異常
MP:0020166	abnormal tibialis anterior weight	前脛骨筋量の異常
MP:0020167	abnormal vertical activity	垂直方向活動度の異常
MP:0020168	decreased thyroid gland weight	甲状腺の重量減少
MP:0020169	increased thyroid gland weight	甲状腺の重量増加
MP:0020170	vacuolated thymus epithelium	胸腺上皮の空胞化
MP:0020171	abnormal IgA level	IgA値異常
MP:0020172	abnormal IgD level	IgD値異常
MP:0020173	abnormal IgE level	IgE値異常
MP:0020174	abnormal IgG level	IgG値異常
MP:0020175	abnormal IgG1 level	IgG1値異常
MP:0020176	abnormal IgG2a level	IgG2a値異常
MP:0020177	abnormal IgG2b level	IgG2b値異常
MP:0020178	abnormal IgG2c level	IgG2c値異常
MP:0020179	abnormal IgG3 level	IgG3値異常
MP:0020180	abnormal IgM level	IgM値異常
MP:0020181	obsolete abnormal body weight	OBSOLETE
MP:0020182	abnormal body mass index	肥満度指数の異常
MP:0020183	abnormal susceptibility to fungal infection	真菌感染への感受性異常
MP:0020184	abnormal susceptibility to parasitic infection	寄生虫感染への感受性異常
MP:0020185	abnormal susceptibility to viral infection	ウイルス感染への感受性変化
MP:0020186	abnormal susceptibility to bacterial infection	細菌感染への感受性異常
MP:0020187	abnormal susceptibility to prion infection	プリオン感染に対する感受性異常
MP:0020188	abnormal classified tumor incidence	分類可能な腫瘍の発生率異常
MP:0020189	abnormal adenoma incidence	腺腫発生率異常
MP:0020190	abnormal lung adenoma incidence	肺腺腫の発生率異常
MP:0020191	abnormal lymphocyte activation involved in immune response	免疫応答に関与するリンパ球活性化の異常
MP:0020192	decreased lymphocyte activation involved in immune response	免疫応答に関与するリンパ球活性化の減少
MP:0020193	increased lymphocyte activation involved in immune response	免疫応答に関与するリンパ球活性化の増加
MP:0020194	abnormal glycosphingolipid level	グリコスフィンゴリピド値異常
MP:0020195	obsolete increased sulphatide level	OBSOLETE
MP:0020196	obsolete decreased sulphatide level	OBSOLETE
MP:0020197	decreased reticular tumor incidence	網様体腫瘍の発生率低下
MP:0020198	decreased mononuclear phagocyte tumor incidence	単核食細胞腫瘍の発生率低下
MP:0020199	increased reticular tumor incidence	網様体腫瘍の発生率上昇
MP:0020200	increased mononuclear phagocyte tumor incidence	単核食細胞腫瘍の発生率上昇
MP:0020201	abnormal granulocyte number	顆粒球数の異常
MP:0020202	abnormal macrophage cell number	マクロファージ細胞数の異常
MP:0020203	abnormal mast cell number	マスト細胞数の異常
MP:0020204	abnormal heart left ventricle weight	左心室の重量異常
MP:0020205	abnormal heart right ventricle weight	右心室の重量異常
MP:0020206	abnormal heart left atrium weight	左心房の重量異常
MP:0020207	abnormal heart right atrium weight	右心房の重量異常
MP:0020208	abnormal withers	馨甲の異常
MP:0020209	low withers	低い馨甲
MP:0020210	high withers	高い馨甲
MP:0020211	slow movement	緩慢な動作
MP:0020212	impaired leukocyte migration	白血球遊走障害
MP:0020213	enhanced leukocyte migration	白血球遊走の増強
MP:0020214	increased susceptibility to malignant hyperthermia	悪性高熱症に対する感受性上昇
MP:0020215	impaired blood coagulation	血液凝固障害
MP:0020216	decreased circulating complement protein level	補体タンパク質血中濃度低下
MP:0020217	increased circulating complement protein level	補体タンパク質血中濃度上昇
MP:0020218	abnormal tear production	涙液の産生異常
MP:0020219	increased tear production	涙液の産生増加
MP:0020220	decreased tear production	涙液の産生減少
MP:0020221	reduced foot pad pigmentation	足底の色素沈着低下
MP:0020222	abnormal alertness	覚醒異常
MP:0020223	increased alertness	覚醒増加
MP:0020224	decreased alertness	覚醒減少
MP:0020225	bone necrosis	骨壊死
MP:0020226	decreased hemangioma incidence	血管腫の発生率低下
MP:0020227	abnormal proline oxidase activity	プロリンオキシダーゼの活性異常
MP:0020228	decreased proline oxidase activity	プロリンオキシダーゼの活性低下
MP:0020229	increased proline oxidase activity	プロリンオキシダーゼの活性上昇
MP:0020230	subcutaneous adipose tissue degeneration	皮下脂肪組織の変性
MP:0020231	abnormal tyrosine aminotransferase level	チロシンアミノトランスフェラーゼ値異常
MP:0020232	increased tyrosine aminotransferase level	チロシンアミノトランスフェラーゼ値上昇
MP:0020233	decreased tyrosine aminotransferase level	チロシンアミノトランスフェラーゼ値低下
MP:0020234	decreased basal metabolism	基礎代謝の減少
MP:0020235	black belted	腹部周囲の黒縞の毛
MP:0020236	abnormal proline level	プロリン値異常
MP:0020237	increased proline level	プロリン値上昇
MP:0020238	decreased proline level	プロリン値低下
MP:0020239	abnormal skeletal muscle cell apoptosis	骨格筋細胞のアポトーシス異常
MP:0020240	increased skeletal muscle cell apoptosis	骨格筋細胞のアポトーシス増加
MP:0020241	decreased skeletal muscle cell apoptosis	骨格筋細胞のアポトーシス減少
MP:0020242	increased autopod size	自由四肢の末端部（自脚）サイズの巨大化
MP:0020243	abnormal pyruvate kinase activity	ピルビン酸キナーゼの活性異常
MP:0020244	increased pyruvate kinase activity	ピルビン酸キナーゼの活性上昇
MP:0020245	decreased pyruvate kinase activity	ピルビン酸キナーゼの活性低下
MP:0020246	abnormal circulating arginase level	アルギナーゼ血中濃度異常
MP:0020247	increased circulating arginase level	アルギナーゼ血中濃度上昇
MP:0020248	decreased circulating arginase level	アルギナーゼ血中濃度低下
MP:0020249	abnormal argininosuccinate synthetase level	アルギニノコハク酸合成酵素値異常
MP:0020250	increased argininosuccinate synthetase level	アルギニノコハク酸合成酵素値上昇
MP:0020251	decreased argininosuccinate synthetase level	アルギニノコハク酸合成酵素値低下
MP:0020252	abnormal collagen level	コラーゲン値異常
MP:0020253	increased collagen level	コラーゲン値上昇
MP:0020254	decreased collagen level	コラーゲン値低下
MP:0020255	absent circulating factor XII protein	第XII因子血中タンパク質の欠如
MP:0020256	abnormal circulating factor XII level	第XII因子血中濃度異常
MP:0020257	increased circulating factor XII level	第XII因子血中濃度上昇
MP:0020258	decreased circulating factor XII level	第XII因子血中濃度低下
MP:0020259	abnormal beta-galactosidase level	ベータガラクトシダーゼ値異常
MP:0020260	absent beta-galactosidase protein	ベータガラクトシダーゼタンパク質の欠如
MP:0020261	increased beta-galactosidase level	ベータガラクトシダーゼ値上昇
MP:0020262	decreased beta-galactosidase level	ベータガラクトシダーゼ値低下
MP:0020263	abnormal galactosylceramidase level	ガラクトシルセラミダーゼ値異常
MP:0020264	increased galactosylceramidase level	ガラクトシルセラミダーゼ値上昇
MP:0020265	decreased galactosylceramidase level	ガラクトシルセラミダーゼ値低下
MP:0020266	absent galactosylceramidase	ガラクトシルセラミダーゼの欠如
MP:0020267	abnormal beta-mannosidase level	ベータ-マンノシダーゼ値異常
MP:0020268	increased beta-mannosidase level	ベータ-マンノシダーゼ値上昇
MP:0020269	decreased beta-mannosidase level	ベータ-マンノシダーゼ値低下
MP:0020270	abnormal branched-chain alpha-keto acid dehydrogenase level	分岐鎖アルファ-ケト酸デヒドロゲナーゼ値異常
MP:0020271	increased branched-chain alpha-keto acid dehydrogenase level	分岐鎖アルファ-ケト酸デヒドロゲナーゼ値上昇
MP:0020272	decreased branched-chain alpha-keto acid dehydrogenase level	分岐鎖アルファ-ケト酸デヒドロゲナーゼ値低下
MP:0020273	abnormal N-acetylgalactosamine-4-sulfatase level	N-アセチルガラクトサミン-4-スルファターゼ値異常
MP:0020274	increased N-acetylgalactosamine-4-sulfatase protein level	N-アセチルガラクトサミン-4-スルファターゼタンパク質値上昇
MP:0020275	decreased N-acetylgalactosamine-4-sulfatase protein level	N-アセチルガラクトサミン-4-スルファターゼタンパク質値低下
MP:0020276	abnormal glycogen debranching enzyme level	グリコーゲン脱分枝酵素レベル異常
MP:0020277	increased glycogen debranching enzyme level	グリコーゲン脱分枝酵素値上昇
MP:0020278	decreased glycogen debranching enzyme level	グリコーゲン脱分枝酵素値低下
MP:0020279	abnormal creatine kinase level	クレアチンキナーゼ値異常
MP:0020280	increased creatine kinase level	クレアチンキナーゼ値上昇
MP:0020281	decreased creatine kinase level	クレアチンキナーゼ値低下
MP:0020282	abnormal hydroxymethylbilane synthase level	ヒドロキシメチルビラン合成酵素値異常
MP:0020283	increased hydroxymethylbilane synthase level	ヒドロキシメチルビラン合成酵素値上昇
MP:0020284	decreased hydroxymethylbilane synthase level	ヒドロキシメチルビラン合成酵素値低下
MP:0020285	abnormal palmitoyl-(protein) hydrolase level	パルミトイル-(タンパク質)ヒドロラーゼ値異常
MP:0020286	increased palmitoyl-(protein) hydrolase level	パルミトイル-(タンパク質)ヒドロラーゼ値上昇
MP:0020287	decreased palmitoyl-(protein) hydrolase level	パルミトイル-(タンパク質)ヒドロラーゼ値減少
MP:0020288	ectopic limbs	異所性四肢
MP:0020289	astasia	起立不能
MP:0020290	floppy ears	垂れた耳
MP:0020291	abnormal dystrophin level	ジストロフィン値異常
MP:0020292	decreased dystrophin level	ジストロフィン値低下
MP:0020293	increased dystrophin level	ジストロフィン値上昇
MP:0020294	abnormal guanylate cyclase activating protein-2 level	グアニル酸シクラーゼ活性化タンパク質-2値異常
MP:0020295	decreased guanylate cyclase activating protein-2 level	グアニル酸シクラーゼ活性化タンパク質-2値低下
MP:0020296	increased guanylate cyclase activating protein-2 level	グアニル酸シクラーゼ活性化タンパク質-2レベル上昇
MP:0020297	abnormal UDP-N-acetylglucosamine-1-phosphotransferase level	UDP-N-アセチルグルコサミン-1-ホスホトランスフェラーゼ値異常
MP:0020298	decreased UDP-N-acetylglucosamine-1-phosphotransferase level	UDP-N-アセチルグルコサミン-1-ホスホトランスフェラーゼ値低下
MP:0020299	increased UDP-N-acetylglucosamine-1-phosphotransferase level	UDP-N-アセチルグルコサミン-1-ホスホトランスフェラーゼ値上昇
MP:0020300	long tongue	舌の伸長
MP:0020301	short tongue	舌の短縮
MP:0020302	large horns	大きい角
MP:0020303	small horns	角の矮小化
MP:0020304	abnormal horn morphology	角の形態異常
MP:0020305	abnormal horn pigmentation	角の着色沈着異常
MP:0020306	absent horns	角の欠如
MP:0020307	abnormal creatine kinase activity	クレアチンキナーゼ活性異常
MP:0020308	decreased creatine kinase activity	クレアチンキナーゼの活性異常
MP:0020309	increased creatine kinase activity	クレアチンキナーゼの活性上昇
MP:0020310	abnormal hydroxymethylbilane synthase activity	ヒドロキシメチルビラン合成酵素の活性異常
MP:0020311	decreased hydroxymethylbilane synthase activity	ヒドロキシメチルビラン合成酵素の活性低下
MP:0020312	increased hydroxymethylbilane synthase activity	ヒドロキシメチルビラン合成酵素の活性上昇
MP:0020313	abnormal palmitoyl-(protein) hydrolase activity	パルミトイル-(タンパク質)ヒドロラーゼ活性異常
MP:0020314	decreased palmitoyl-(protein) hydrolase activity	パルミトイル-(タンパク質)ヒドロラーゼ活性減少
MP:0020315	increased palmitoyl-(protein) hydrolase activity	パルミトイル-(タンパク質)ヒドロラーゼ活性上昇
MP:0020316	decreased vascular endothelial cell proliferation	血管内皮細胞の増殖減少
MP:0020317	abnormal vascular endothelial cell adhesion	血管内皮細胞の接着異常
MP:0020318	increased vascular endothelial cell adhesion	血管内皮細胞の接着増加
MP:0020319	decreased vascular endothelial cell adhesion	血管内皮細胞の接着減少
MP:0020320	abnormal vascular endothelial cell apoptosis	血管内皮細胞のアポトーシス異常
MP:0020321	increased vascular endothelial cell apoptosis	血管内皮細胞のアポトーシス増加
MP:0020322	decreased vascular endothelial cell apoptosis	血管 内皮細胞のアポトーシス減少
MP:0020323	abnormal heart apex size	心尖のサイズ異常
MP:0020324	jejunum polyps	空腸ポリープ
MP:0020325	abnormal beige fat cell morphology	ベージュ脂肪細胞形態異常
MP:0020326	dilated capillary	毛細血管拡張
MP:0020327	abnormal capillary branching pattern	毛細血管分岐パターン異常
MP:0020328	abnormal capillary density	毛細血管密度異常
MP:0020329	decreased capillary density	毛細血管の密度減少
MP:0020330	increased capillary density	毛細血管の密度増加
MP:0020331	increased capillary tortuosity	毛細血管の蛇行増加
MP:0020332	impaired leukocyte tethering or rolling	白血球の接触または回転の障害
MP:0020333	enhanced leukocyte tethering or rolling	白血球の接触または回転の増強
MP:0020334	abnormal melanophage morphology	メラノファージの形態異常
MP:0020335	abnormal dentate gyrus neuron dendrite morphology	歯状回神経樹状突起の形態異常
MP:0020336	abnormal motor neuron dendrite morphology	運動神経樹状突起の形態異常
MP:0020337	abnormal pyramidal neuron dendrite morphology	錐体状ニューロン樹状突起の形態異常
MP:0020338	abnormal hippocampal pyramidal neuron dendrite morphology	海馬の錐体状ニューロン樹状突起の形態異常
MP:0020339	abnormal retina ganglion cell dendrite morphology	網膜神経節細胞樹状突起の形態異常
MP:0020340	abnormal inhibitory learning	抑制学習の異常
MP:0020341	abnormal circulating hyaluronic acid level	ヒアルロン酸血中濃度異常
MP:0020342	small optic nerve	視神経の矮小化
MP:0020343	abnormal ureteric bud number	尿管芽数の異常
MP:0020344	abnormal susceptibility to injury induced morbidity/mortality	障害による罹患/死亡への感受性異常
MP:0020345	abnormal myocardial fiber currents	心筋線維の電流異常
MP:0020346	abnormal myocardial fiber calcium currents	心筋線維のカルシウム電流異常
MP:0020347	abnormal myocardial fiber sodium currents	心筋線維のナトリウム電流異常
MP:0020348	decreased olfactory sensory neuron number	嗅覚ニューロン数の減少
MP:0020349	abnormal dendritic cell migration	樹状突起細胞の遊走異常
MP:0020350	fused pharyngeal arches	咽頭弓の癒合
MP:0020351	decreased vocalization	発声の減少
MP:0020352	abnormal endoplasmic reticulum physiology	小胞体の生理異常
MP:0020353	abnormal endoplasmic reticulum stress	小胞体ストレスの異常
MP:0020354	increased endoplasmic reticulum stress	小胞体ストレスの増加
MP:0020355	abnormal Sertoli cell barrier morphology	セルトリ細胞関門の形態異常
MP:0020356	abnormal Sertoli cell barrier function	セルトリ細胞関門の機能異常
MP:0020357	abnormal excitatory synapse morphology	興奮性シナプスの形態異常
MP:0020358	abnormal inhibitory synapse morphology	抑制性シナプスの形態異常
MP:0020359	abnormal ribbon synapse morphology	リボンシナプスの形態異常
MP:0020360	abnormal asymmetric synapse morphology	非対称性シナプス形態異常
MP:0020361	abnormal symmetric synapse morphology	対称性シナプスの形態異常
MP:0020362	abnormal male germ cell physiology	雄の生殖細胞の生理異常
MP:0020363	abnormal germ cell physiology	生殖細胞の生理異常
MP:0020364	abnormal female germ cell physiology	雌の生殖細胞の生理異常
MP:0020365	increased brain iron level	脳内鉄値上昇
MP:0020366	decreased brain iron level	脳内鉄値減少
MP:0020367	increased heart iron level	心臓内鉄値増加
MP:0020368	decreased heart iron level	心臓内鉄値減少
MP:0020369	increased intestinal iron level	腸鉄分値増加
MP:0020370	abnormal glymphatic system morphology	グリンパティック系の形態異常
MP:0020371	abnormal glymphatic system physiology	グリンパティック系の生理異常
MP:0020372	abnormal tetrachloroethene metabolism	テトラクロロエチレンの代謝異常
MP:0020373	abnormal blood vessel lumen formation	血管内腔形成異常
MP:0020374	abnormal nocifensive behavior	侵害防御行動の異常
MP:0020375	abnormal costotransverse joint morphology	肋横突関節の形態異常
MP:0020376	abnormal starburst amacrine cell morphology	スターバーストアマクリン細胞の形態異常
MP:0020377	abnormal dopaminergic amacrine cell morphology	ドーパミン作動性アマクリン細胞の形態異常
MP:0020378	abnormal cell cytoskeleton morphology	細胞骨格の形態異常
MP:0020379	abnormal sucrose solution preference	ショ糖溶液の嗜好性異常
MP:0020380	abnormal galactolipid level	ガラクトリピドレベル異常
MP:0020381	muscle gating pore current	筋ゲート孔電流
MP:0020382	increased kidney epithelial cell primary cilium length	腎上皮細胞一次繊毛の伸長
MP:0020383	decreased kidney epithelial cell primary cilium length	腎上皮細胞一次繊毛の短縮
MP:0020384	absent kidney epithelial cell primary cilium	腎上皮細胞一次繊毛の欠如
MP:0020385	decreased intestinal iron level	腸の鉄値低下
MP:0020386	adipose tissue inflammation	脂肪組織の炎症
MP:0020387	abnormal radial glial cell number	放射状グリア細胞の異常
MP:0020388	decreased radial glial cell number	放射状グリア細胞の減少
MP:0020389	increased radial glial cell number	放射状グリア細胞の増加
MP:0020390	abnormal radial glial cell endfoot morphology	放射状グリア細胞終足の形態異常
MP:0020391	radial glial endfoot detachment	放射状グリア細胞終足の遊離
MP:0020392	abnormal radial glial cell apoptosis	放射状グリア細胞のアポトーシス異常
MP:0020393	increased neuronal precursor proliferation	神経前駆細胞の増殖増加
MP:0020394	decreased neuronal precursor proliferation	神経前駆細胞の増殖減少
MP:0020395	abnormal response to social novelty	社会的新奇探索性への異常反応
MP:0020396	abnormal social recognition	社会認知行動の異常
MP:0020397	abnormal megakaryocyte physiology	巨核球の生理異常
MP:0020398	abnormal megakaryocyte emperipolesis	巨核球のエンペリポレーシス異常
MP:0020399	enhanced megakaryocyte emperipolesis	巨核球のエンペリポレーシス増強
MP:0020400	cystinuria	シスチン尿
MP:0020401	argininuria	アルギニン尿
MP:0020402	ornithinuria	オルニチン尿
MP:0020403	lysinuria	リシン尿
MP:0020404	prolinuria	プロリン尿症
MP:0020405	taurinuria	尿中タウリン値上昇
MP:0020406	hyperthreoninuria	高スレオニン尿
MP:0020407	abnormal placental thrombosis	胎盤血栓症異常
MP:0020408	abnormal susceptibility to induced thrombosis	誘導性血栓症への感受性異常
MP:0020409	abnormal cardiac thrombosis	心臓血栓症異常
MP:0020410	increased liposarcoma incidence	脂肪肉腫発生率の増加
MP:0020411	increased abdominal adipose tissue amount	腹部脂肪組織量の増加
MP:0020412	abnormal amnion physiology	羊膜生理異常
MP:0020413	increased amnion apoptosis	羊膜のアポトーシスの増加
MP:0020414	abnormal fibroblast physiology	線維芽細胞の生理異常
MP:0020415	abnormal fibroblast chemotaxis	線維芽細胞の遊走異常
MP:0020416	decreased fibroblast chemotaxis	線維芽細胞の遊走性の減少
MP:0020417	increased fibroblast chemotaxis	線維芽細胞の遊走性の増加
